Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Male,22,CS,52.899,92.85,78.1,91.33,55.05,1.98,59.75,63.19,F,9.6,1,1,Master's,0,8,4.9
Female,18,CS,64.41,53.05,51.44,75.32,72.32,2.17,60.44,97.513,B,20.2,1,1,PhD,1,6,5.8
Female,21,Mathematics,52.899,51.0,74.68,74.81,80.58,0.16,88.8,95.52,C,7.1,0,1,High School,0,8,4.3
Female,20,CS,61.5,86.34,72.02,92.17,96.51,7.16,94.55,55.78,F,28.5,0,1,PhD,2,6,7.8
Female,22,Mathematics,70.98,55.31,52.5,93.76,86.95,4.0,78.14,95.42,A,24.5,0,1,PhD,2,1,7.2
Female,19,CS,56.07,51.52,48.47,88.44,86.15,0.23,97.9,97.513,F,27.9,0,1,High School,2,9,7.6
Male,18,Business,55.21,62.68,85.54,92.15,65.4,3.7,86.4,66.23,D,6.3,1,1,PhD,2,9,4.5
Female,20,CS,94.82,63.55,59.36,58.8,94.41,9.05,78.18,85.05,A,6.3,1,0,High School,1,5,5.6
Female,23,CS,79.27,92.45,54.64,65.19,97.35,5.11,80.58,78.0,C,13.9,0,1,Master's,2,10,6.3
Female,19,CS,96.72,77.11,84.27,62.12,96.61,9.87,92.48,66.85,B,20.4,0,1,Not Reported,1,7,7.0
Male,19,Engineering,67.29,64.36,84.16,87.12,51.94,5.4,54.51,57.67,B,11.1,0,1,Bachelor's,0,3,8.0
Male,23,CS,83.86,72.06,56.58,57.68,80.22,9.63,58.4,68.35,B,18.7,1,1,Not Reported,1,2,8.8
Female,21,Engineering,60.23,97.121,92.35,59.11,82.16,2.02,63.31,96.39,F,20.2,0,0,Not Reported,1,8,4.4
Female,21,CS,80.92,46.79,81.3,93.95,64.75,2.9,94.74,90.56,D,8.8,0,1,Not Reported,0,3,7.2
Male,22,CS,56.48,52.46,60.75,85.29,99.62,7.0,97.25,66.53,C,24.2,0,1,Bachelor's,1,2,4.7
Male,22,CS,52.899,97.121,65.65,93.77,64.56,9.87,67.81,77.38,D,28.4,0,1,Not Reported,2,7,5.5
Male,19,Engineering,96.58,97.121,83.6,56.97,60.83,8.25,96.19,70.3,A,21.0,0,1,PhD,1,9,7.9
Male,24,Business,77.74,50.63,52.7,69.95,74.21,5.54,77.34,73.31,A,28.7,0,0,Master's,1,6,8.8
Female,19,Business,96.35,48.71,68.13,64.16,66.16,0.85,73.66,88.06,A,11.2,1,1,High School,1,2,6.6
Male,22,CS,66.69,65.27,79.21,50.48,96.2,3.64,91.64,77.15,F,6.3,0,1,Master's,1,2,5.8
Female,23,Engineering,66.39,43.29,72.37,64.23,72.0,0.86,77.3,59.05,F,11.2,0,1,Not Reported,0,1,5.1
Female,22,Business,75.4314094558,79.29,76.5,68.98,70.51,3.11,72.72,63.45,A,21.2,0,1,Not Reported,1,9,7.9
Male,19,CS,85.3,44.65,72.77,74.81,81.29,2.59,50.8,78.39,A,19.9,0,1,PhD,0,4,8.5
Male,20,Engineering,78.29,43.48,51.95,78.32,54.06,3.89,50.64,84.64,A,11.7,0,1,Bachelor's,0,4,8.2
Male,19,Engineering,96.27,69.11,64.61,69.16,87.84,8.37,81.38,75.41,B,15.2,0,1,High School,2,10,6.5
Male,20,CS,75.4314094558,97.121,71.92,52.32,88.42,1.5,53.67,81.01,B,14.2,1,1,PhD,0,4,6.9
Female,20,CS,85.41,65.61,86.8,85.2,73.7,3.06,86.85,89.47,B,28.8,1,1,Bachelor's,2,1,8.2
Female,19,CS,66.52,61.39,79.23,74.81,97.78,2.61,81.12,77.27,C,12.9,0,1,PhD,2,10,8.6
Female,24,Engineering,59.01,97.121,65.6,74.81,78.97,2.96,72.89,97.513,D,9.8,0,0,Not Reported,0,8,8.7
Male,24,CS,75.52,71.92,96.79,74.28,84.76,3.61,85.49,61.78,D,19.1,0,0,PhD,2,9,7.4
Female,18,CS,75.25,62.51,46.47,98.43,96.22,2.44,99.65,95.98,C,8.1,0,1,Not Reported,1,9,5.0
Male,22,CS,56.85,63.15,52.41,95.7,83.32,9.43,62.32,62.38,D,17.7,0,1,Master's,0,9,5.6
Female,24,CS,60.09,51.7,60.48,77.57,71.59,4.2,77.85,76.58,F,22.2,1,0,Not Reported,1,6,5.3
Male,21,CS,70.41,70.73,53.71,72.25,51.24,1.14,92.14,72.8,A,28.6,0,1,Not Reported,2,7,4.9
Female,19,Mathematics,70.44,66.33,77.53,50.15,86.41,4.68,50.84,68.64,C,27.3,0,1,Not Reported,1,1,5.3
Female,20,CS,65.88,56.25,42.978,85.55,98.24,1.84,60.18,97.513,F,26.0,0,1,PhD,1,5,8.3
Male,19,Engineering,57.43,49.63,50.65,74.81,73.51,2.16,76.05,63.62,D,14.8,1,1,High School,0,6,7.9
Female,22,CS,52.899,58.67,57.6,74.81,66.99,2.85,77.61,83.74,F,27.3,1,1,Not Reported,1,8,4.2
Female,23,Engineering,97.5205,70.52,81.0,79.71,75.96,1.25,54.32,90.2,B,22.9,0,1,Bachelor's,0,1,4.7
Male,24,Engineering,97.17,43.5,92.55,99.64,86.42,7.21,70.37,59.85,A,16.0,0,1,PhD,0,8,8.8
Male,24,CS,74.18,49.22,87.91,92.69,50.03,7.92,75.99,97.513,F,19.1,0,1,High School,1,7,5.1
Male,24,Business,97.5205,96.86,50.92,97.68,94.36,3.94,71.15,77.33,B,15.9,1,1,High School,1,2,7.2
Male,20,Engineering,83.68,72.57,73.92,66.38,94.32,6.89,85.03,95.72,F,9.9,0,1,PhD,0,7,5.0
Male,21,Business,53.44,43.81,42.978,57.47,77.06,3.89,88.57,83.19,F,16.3,0,1,Not Reported,1,4,5.2
Female,21,Engineering,55.89,81.59,58.63,89.84,56.12,1.64,73.01,82.47,F,25.2,0,1,Master's,0,10,6.5
Male,24,Mathematics,95.81,43.71,88.36,74.81,83.59,3.97,71.28,67.28,A,11.7,1,0,PhD,1,10,6.4
Female,21,Business,81.5,84.33,67.4,60.57,56.89,5.57,85.27,88.53,C,21.0,0,1,High School,1,6,7.2
Female,23,Mathematics,92.16,85.0,49.0,88.24,75.38,0.41,77.77,52.4495,B,18.8,0,1,Not Reported,1,9,4.8
Male,24,Engineering,75.4314094558,79.06,66.31,79.1,54.68,6.54,93.52,77.79,B,28.0,1,1,High School,1,4,5.3
Female,18,Engineering,72.4,83.93,51.88,55.48,79.45,7.43,74.06,52.4495,B,23.7,0,1,Not Reported,0,10,7.1
Female,20,Business,52.899,45.28,63.59,75.09,65.9,8.6,78.72,65.34,D,14.0,0,1,Master's,1,2,4.5
Male,23,Business,59.41,83.61,69.27,96.56,91.55,1.03,56.44,54.81,D,19.0,0,0,PhD,2,9,8.5
Female,20,Mathematics,53.33,48.2,60.97,75.32,90.0,0.0,91.8,95.58,D,27.8,0,1,PhD,2,1,4.9
Male,24,CS,59.44,60.37,96.22,89.43,99.92,0.73,71.11,81.41,F,10.7,1,1,Bachelor's,1,6,6.2
Male,23,Business,70.53,96.56,73.75,51.45,62.88,9.24,85.95,83.43,D,16.9,0,1,Master's,2,7,4.5
Male,24,CS,55.91,70.17,90.57,86.4,53.09,7.66,71.47,92.56,D,10.5,0,1,Bachelor's,1,8,7.4
Female,23,Engineering,58.34,97.121,85.64,97.34,72.15,8.35,50.05,86.65,D,15.5,0,1,PhD,0,4,5.6
Female,24,CS,72.29,45.34,79.67,74.98,54.17,5.17,70.02,56.21,C,6.5,0,1,Bachelor's,1,1,4.4
Female,18,CS,67.01,68.65,69.81,66.89,58.92,5.27,57.38,80.88,A,26.9,1,1,Master's,2,1,7.0
Female,20,Mathematics,75.4314094558,43.74,42.978,82.33,79.87,2.99,69.93,97.513,C,28.9,0,1,PhD,0,1,8.8
Male,23,CS,71.46,77.81,76.81,95.81,79.61,8.43,66.07,60.71,B,19.2,0,1,High School,0,3,8.4
Female,18,Engineering,82.22,44.72,61.36,58.84,52.17,8.3,60.13,80.99,D,18.9,1,1,PhD,2,9,7.5
Male,19,Engineering,75.4314094558,50.52,47.07,70.18,72.15,3.92,56.19,78.18,F,28.9,1,1,Bachelor's,1,6,4.2
Female,24,CS,55.39,55.53,66.68,57.81,76.51,3.29,86.43,69.58,F,14.8,0,1,Bachelor's,0,7,8.3
Female,22,CS,54.96,84.92,84.13,74.81,63.4,7.38,87.74,97.513,D,20.5,0,0,PhD,1,7,8.5
Female,23,Engineering,92.64,49.84,96.79,77.02,93.6,0.26,63.25,67.82,B,25.9,1,1,Not Reported,0,2,4.2
Female,21,CS,75.32,90.8,62.45,97.21,58.05,8.6,74.76,54.68,C,17.6,0,1,Not Reported,0,6,4.6
Female,18,Business,88.32,47.91,72.56,70.63,62.7,4.46,73.2,97.513,A,10.5,0,1,Not Reported,0,9,6.3
Male,18,Mathematics,75.4314094558,43.29,91.07,78.35,57.85,4.41,67.76,86.46,F,25.3,0,1,High School,0,4,6.0
Female,23,CS,91.44,63.7,60.04,94.26,55.83,6.69,63.88,67.12,B,11.8,1,1,High School,1,8,5.5
Female,18,CS,96.19,97.121,48.54,66.07,93.95,6.46,59.3,64.03,A,26.1,1,1,High School,0,8,5.0
Female,19,Engineering,81.77,46.62,56.91,74.81,63.89,2.66,93.64,96.4,D,28.6,1,1,PhD,2,3,6.7
Female,18,Business,55.29,46.1,93.95,87.86,86.13,9.43,91.67,63.68,D,18.7,0,1,Not Reported,1,7,7.9
Male,22,CS,94.76,85.07,49.56,66.53,71.4,9.86,70.86,76.86,A,6.3,0,1,Master's,0,8,8.7
Female,22,CS,89.62,58.73,59.75,74.81,81.79,5.26,86.06,60.75,A,28.9,0,1,Not Reported,0,6,5.5
Male,24,Engineering,87.54,83.04,67.88,75.15,96.41,5.61,74.92,97.513,A,25.8,0,0,Master's,2,4,7.5
Female,24,Mathematics,52.899,52.0,90.83,74.81,92.23,5.54,54.27,88.48,F,7.9,0,1,Not Reported,1,8,7.9
Male,21,CS,89.95,67.6,96.26,63.32,53.45,4.86,91.12,78.38,A,20.7,0,1,Bachelor's,1,4,6.4
Male,19,Engineering,56.9,55.92,65.55,98.67,92.26,9.45,60.96,87.29,D,12.9,1,1,Master's,0,6,8.6
Male,22,Mathematics,61.12,67.09,95.92,75.11,72.59,2.45,85.34,95.82,D,13.3,0,1,PhD,0,2,4.2
Male,23,Engineering,78.86,86.15,49.69,92.82,67.51,1.08,76.37,97.513,B,19.5,1,1,Bachelor's,1,2,8.5
Male,20,Business,63.25,85.72,49.41,59.77,83.62,9.3,84.53,89.3,F,22.8,1,1,Master's,1,4,8.5
Female,20,Engineering,83.07,70.95,96.79,96.97,97.51,2.13,73.56,92.45,A,6.3,0,0,Bachelor's,2,6,4.7
Male,20,Mathematics,80.4,95.7,70.58,89.72,54.71,7.49,85.13,69.89,A,8.8,1,1,Bachelor's,2,3,6.2
Female,24,Engineering,55.41,55.83,51.15,90.43,88.4,2.04,51.64,69.59,D,27.6,1,1,Not Reported,0,3,6.6
Male,23,Business,82.8,54.42,69.28,69.49,60.18,9.6,52.04,90.41,C,17.4,1,1,Not Reported,2,6,6.0
Male,18,Engineering,96.2,76.83,86.99,74.28,69.01,7.91,94.82,87.98,A,17.3,0,1,Not Reported,2,10,8.5
Female,23,Business,58.06,77.28,89.62,74.81,93.69,9.19,87.48,95.05,C,26.0,0,1,PhD,1,8,7.6
Male,18,CS,79.85,43.29,91.84,89.49,77.29,9.51,91.42,56.65,C,8.2,0,0,High School,0,6,4.6
Male,20,CS,67.09,76.47,74.17,92.45,53.37,0.84,72.83,84.54,A,22.8,1,0,Not Reported,0,8,8.6
Male,21,Business,72.98,62.47,92.02,53.9,75.4,4.33,72.98,82.38,C,17.7,0,1,Not Reported,0,4,4.2
Male,21,CS,64.35,84.85,70.6,95.2,89.48,6.48,76.7,89.93,C,23.5,0,1,PhD,0,5,7.0
Female,18,Engineering,75.4314094558,88.49,76.42,96.87,76.44,8.02,62.18,52.4495,D,22.0,0,1,High School,2,3,6.6
Male,20,CS,52.899,73.13,85.52,79.64,58.34,2.41,86.68,91.31,F,21.7,1,1,PhD,2,7,4.4
Male,23,Business,97.5205,43.29,65.53,59.34,72.25,9.15,91.47,66.32,B,26.4,0,1,Bachelor's,1,7,7.5
Female,21,CS,81.24,78.18,44.41,90.92,96.22,2.21,95.36,84.36,D,18.8,0,1,PhD,1,6,8.8
Female,18,Business,75.04,84.93,61.01,77.43,82.91,8.66,75.85,80.83,A,15.2,0,1,Not Reported,1,4,6.3
Male,23,Engineering,69.19,54.94,77.44,90.86,86.49,5.13,70.73,72.01,A,10.0,0,0,Master's,1,7,6.6
Male,20,CS,76.97,67.88,51.54,74.81,89.3,5.15,91.55,87.3,A,13.6,0,0,Not Reported,1,3,5.9
Female,19,Engineering,69.01,97.121,48.9,54.34,54.53,3.74,87.63,97.513,B,26.7,1,1,PhD,0,6,8.4
Male,20,CS,68.0,57.89,57.58,80.35,79.08,1.04,93.36,66.17,A,13.4,1,1,Bachelor's,1,4,8.6
Female,24,CS,73.2,53.39,42.978,74.81,68.8,3.47,82.79,87.42,A,28.9,0,1,Bachelor's,0,5,6.0
Male,20,CS,63.8,52.65,84.61,97.31,56.96,4.27,94.17,65.73,F,20.2,0,0,Master's,0,6,8.5
Female,23,CS,59.0,73.53,55.52,64.83,60.14,4.79,54.45,92.28,F,25.4,0,1,Not Reported,1,7,5.0
Female,23,Mathematics,77.83,96.99,47.45,60.3,89.06,7.39,83.98,71.86,C,17.3,0,1,Bachelor's,1,7,6.3
Female,22,CS,92.14,76.52,81.95,94.85,58.07,3.52,54.44,72.46,B,21.4,1,1,High School,1,7,5.3
Male,22,Engineering,57.64,58.2,90.58,57.44,65.62,4.07,87.45,88.59,C,28.9,0,1,Bachelor's,1,5,5.1
Male,23,CS,52.899,78.31,42.978,84.33,64.24,9.06,81.42,74.81,C,17.5,1,1,PhD,0,10,8.3
Male,23,Engineering,62.34,77.49,54.02,65.0,52.43,7.53,50.8,63.33,B,11.6,0,1,Master's,2,7,7.6
Male,19,CS,97.5205,75.82,96.71,78.39,73.11,0.23,79.96,97.513,A,21.2,1,1,High School,1,5,4.3
Female,19,Engineering,75.4314094558,49.57,63.12,80.81,88.3,8.12,57.31,81.01,B,28.0,0,1,Bachelor's,2,5,7.8
Female,20,Business,79.79,78.07,96.32,70.87,51.11,9.9,57.12,82.26,F,6.3,0,1,Not Reported,2,3,6.9
Female,24,Engineering,96.46,65.81,56.45,74.81,55.63,9.4,57.52,82.33,A,28.9,1,1,Not Reported,0,9,7.9
Male,21,CS,72.26,43.29,53.08,56.59,86.01,8.36,74.19,94.17,C,18.6,0,1,Master's,2,9,7.0
Male,24,Engineering,97.5205,72.39,52.85,69.57,79.68,6.29,55.78,59.19,A,25.0,1,1,High School,2,1,5.9
Male,19,CS,64.82,97.121,45.11,71.52,85.76,2.78,56.28,52.96,F,8.0,1,1,Not Reported,0,4,6.5
Female,20,CS,62.02,60.98,93.79,81.55,61.51,6.54,62.81,69.34,D,12.3,0,1,Not Reported,0,3,4.7
Male,24,Engineering,81.9,97.121,96.79,70.36,90.19,6.96,50.04,78.25,D,28.9,0,1,Not Reported,2,4,5.6
Male,18,Engineering,75.4314094558,45.77,96.79,54.85,73.99,2.82,63.79,64.29,F,12.2,0,1,Not Reported,0,2,4.2
Female,22,Engineering,81.32,83.95,91.12,97.37,80.52,2.55,80.92,84.46,A,15.3,1,1,Bachelor's,2,6,6.0
Female,24,Business,65.25,46.86,90.81,70.8,54.61,3.97,80.08,53.7,B,12.0,0,1,Bachelor's,0,6,4.5
Male,21,CS,80.9,56.41,79.67,67.13,60.25,6.41,98.48,89.54,B,16.7,0,0,Master's,1,7,7.3
Female,20,CS,63.79,74.25,89.57,72.34,88.67,2.93,55.98,85.9,A,9.0,1,1,Bachelor's,1,6,8.6
Male,24,CS,52.899,75.57,52.5,60.83,61.2,5.56,93.28,60.7,C,17.7,0,1,High School,2,8,7.7
Female,23,Engineering,95.61,86.51,63.27,55.01,54.63,8.99,69.56,64.92,B,12.5,1,1,High School,1,4,5.0
Female,18,Engineering,94.16,76.92,78.45,57.43,79.86,2.95,69.35,90.35,A,25.4,0,1,PhD,0,2,6.5
Female,22,CS,97.5205,75.62,92.49,58.33,77.4,9.66,67.44,88.67,A,14.7,0,1,Not Reported,1,10,7.6
Male,18,Business,85.83,94.74,79.63,59.88,80.39,4.73,56.24,90.69,A,24.8,0,1,Not Reported,0,7,8.0
Male,20,Engineering,84.14,67.13,90.34,71.0,80.92,1.01,73.93,66.11,F,21.0,1,1,PhD,1,1,5.4
Male,19,Engineering,77.95,53.52,68.44,81.19,75.01,0.55,89.37,97.513,F,27.9,0,1,PhD,1,1,6.4
Female,22,Engineering,56.3,49.71,83.04,81.44,74.69,3.39,93.77,85.77,C,25.3,0,1,Not Reported,0,5,4.5
Female,18,Engineering,59.46,64.0,96.79,50.0,96.21,2.59,98.14,53.26,D,27.5,1,0,Master's,1,5,7.6
Female,19,Engineering,64.47,82.77,49.21,96.05,76.69,8.44,89.26,73.89,F,18.1,1,1,Not Reported,0,5,6.2
Female,21,CS,94.51,43.29,95.62,91.14,80.87,7.38,81.15,83.23,B,27.8,0,1,Not Reported,2,3,4.2
Male,20,CS,58.65,47.74,71.34,98.2,63.35,8.85,74.88,58.43,D,8.9,0,1,PhD,0,6,6.6
Male,20,CS,96.14,46.37,78.59,68.0,93.55,5.89,93.74,95.09,A,7.1,0,1,PhD,1,2,8.0
Male,22,Engineering,76.14,75.12,92.67,83.24,51.22,4.35,86.98,87.71,B,18.2,0,1,Not Reported,2,10,4.2
Female,18,Business,85.78,54.57,64.58,58.4,77.86,2.71,58.06,54.07,B,25.7,0,1,Not Reported,2,8,6.0
Female,21,Engineering,55.51,49.98,65.12,90.85,69.19,5.83,84.13,95.66,C,10.3,1,1,Bachelor's,1,8,6.4
Male,23,CS,63.45,75.57,71.63,58.07,80.2,6.18,71.55,70.22,B,28.9,1,1,Not Reported,0,5,8.8
Female,22,Business,97.5205,85.68,42.978,66.3,68.01,3.93,79.79,72.62,A,9.6,0,1,PhD,1,6,5.1
Male,23,Business,63.31,59.93,69.8,74.54,85.88,9.37,94.92,89.16,F,22.7,0,1,High School,2,2,8.1
Female,22,Business,64.83,74.69,57.47,79.73,51.02,6.4,82.63,82.2,A,27.9,1,1,Not Reported,0,5,4.7
Female,18,Engineering,59.88,45.89,95.68,77.98,70.29,8.37,96.94,71.88,F,28.9,0,1,High School,0,8,8.8
Male,21,Business,56.45,96.11,45.26,55.1,91.56,6.2,93.32,62.98,C,21.5,0,1,Bachelor's,1,10,5.5
Male,18,CS,61.66,60.21,67.56,71.08,62.51,3.17,56.45,75.84,F,19.4,0,1,High School,1,7,4.7
Female,20,CS,82.12,97.121,96.79,96.15,52.64,7.37,50.58,78.96,D,7.3,0,1,Master's,0,9,5.9
Male,23,CS,72.77,97.121,94.06,74.81,74.83,2.3,69.22,81.55,F,6.3,0,1,Not Reported,1,9,4.2
Male,19,Business,77.69,86.73,82.08,79.54,98.83,5.97,93.27,80.25,F,28.9,0,1,Bachelor's,0,8,4.5
Female,24,CS,56.12,43.29,75.36,78.62,53.21,4.02,61.51,80.87,F,11.9,0,1,High School,0,2,6.5
Female,20,Engineering,90.11,72.61,56.84,55.58,53.5,1.5,84.57,73.79,A,6.8,0,1,PhD,2,4,8.7
Female,20,Engineering,89.2,45.21,62.02,60.01,79.76,4.13,73.8,78.09,A,18.5,0,1,Not Reported,1,4,6.2
Male,23,CS,52.899,93.71,45.41,62.63,62.5,3.1,87.3,64.43,D,12.8,0,0,Not Reported,0,8,7.3
Female,22,Business,69.18,87.38,87.17,74.41,70.51,1.12,58.25,57.92,C,13.9,1,1,Bachelor's,2,2,7.5
Female,20,CS,75.4314094558,97.121,59.43,86.57,91.53,8.24,61.95,80.35,D,13.8,0,1,Master's,0,10,4.2
Female,24,CS,89.61,76.5,80.07,73.04,59.94,4.99,62.13,52.4495,A,11.2,0,1,PhD,0,9,5.6
Female,21,Business,86.86,71.33,61.46,56.3,85.96,3.46,77.42,53.26,A,28.9,0,1,High School,2,2,8.8
Female,20,CS,75.4314094558,71.14,67.86,71.97,75.22,5.05,64.48,62.37,C,11.6,0,0,Master's,0,4,4.2
Male,21,Engineering,61.82,63.19,73.3,58.13,95.25,7.55,90.59,59.72,F,18.9,1,1,Not Reported,2,3,6.4
Female,18,Business,72.81,68.12,88.11,87.56,98.65,0.18,67.34,68.71,F,11.0,0,1,High School,1,10,8.2
Female,22,Mathematics,59.22,78.12,52.67,58.33,74.25,5.47,83.04,68.56,F,24.0,0,1,Bachelor's,1,8,5.4
Male,21,Business,68.56,95.98,63.93,74.13,79.23,4.79,97.43,55.84,C,10.7,1,1,Not Reported,1,1,8.8
Female,20,CS,75.4314094558,75.75,47.8,84.67,87.29,8.93,80.35,62.33,B,20.4,0,1,Master's,1,7,6.4
Female,22,Engineering,52.899,91.43,44.55,61.41,65.93,5.56,62.11,52.4495,C,25.8,0,1,High School,2,7,8.6
Male,24,CS,85.74,91.77,76.28,53.8,61.34,1.37,91.52,67.55,A,11.8,0,1,Bachelor's,0,9,6.6
Female,22,CS,77.16,71.13,51.35,74.81,98.23,3.89,50.63,89.82,B,25.1,0,1,Master's,2,10,6.0
Male,21,CS,75.4314094558,60.85,43.59,52.71,71.63,6.21,62.83,63.31,C,7.3,0,1,Not Reported,2,8,7.6
Female,21,CS,63.59,78.37,93.83,79.39,50.08,0.46,69.37,82.17,B,7.9,0,1,Not Reported,1,6,8.8
Male,19,Business,75.4314094558,66.75,72.06,87.67,91.89,8.85,59.8,54.91,A,15.0,0,1,Not Reported,0,6,5.9
Male,19,CS,97.5205,44.89,48.08,66.47,79.98,0.68,80.2,52.4495,A,15.2,0,1,Master's,0,6,8.3
Female,22,Engineering,95.96,62.67,43.21,74.42,58.43,0.31,77.9,74.92,A,17.9,1,1,Not Reported,0,5,7.3
Male,23,Engineering,88.89,97.121,47.19,96.44,51.51,0.02,70.32,73.07,A,6.3,0,1,PhD,0,1,5.9
Male,23,Engineering,90.62,43.29,68.28,73.56,64.57,6.84,64.72,59.58,B,7.9,0,0,Master's,0,2,4.3
Female,19,Mathematics,78.69,81.8,80.11,99.83,96.39,4.56,71.7,64.33,D,6.3,0,1,Master's,1,6,5.6
Female,20,CS,59.51,90.47,78.48,57.85,96.67,1.03,64.56,52.4495,F,28.9,0,1,High School,1,2,8.2
Male,18,Engineering,83.85,78.92,48.67,85.45,65.55,8.56,61.06,89.89,D,12.8,0,1,PhD,2,5,4.5
Female,22,Engineering,85.64,74.18,78.01,82.63,91.8,2.03,67.56,65.06,B,22.2,0,1,Master's,1,10,6.9
Male,18,CS,97.5205,82.45,64.29,93.62,72.09,3.26,80.12,60.97,A,20.2,1,1,Bachelor's,0,1,6.6
Male,19,Engineering,77.07,65.76,67.88,74.81,82.72,1.78,82.42,90.23,F,23.1,0,1,Master's,0,1,7.3
Female,21,Business,63.57,45.48,88.09,64.01,66.72,9.27,64.87,52.4495,A,27.1,1,1,PhD,1,6,8.7
Female,24,CS,84.18,97.121,59.95,56.61,75.8,7.58,97.37,64.23,A,10.8,0,1,Master's,1,1,7.8
Male,22,CS,97.5205,65.94,48.82,96.65,64.69,7.24,63.1,63.14,A,15.6,1,1,Not Reported,1,4,6.6
Female,19,CS,58.86,79.92,92.41,71.33,53.06,0.44,85.61,63.15,D,13.2,0,0,PhD,0,2,8.2
Female,20,Business,66.3,71.88,52.73,95.5,56.97,5.23,54.07,52.4495,B,7.1,1,1,Bachelor's,2,9,7.5
Male,24,Business,77.09,43.29,57.64,64.72,64.53,5.75,83.24,96.73,F,6.3,0,1,PhD,0,1,8.5
Male,22,Engineering,75.4314094558,97.121,82.4,56.32,98.81,3.83,73.0,93.21,C,24.1,0,1,Master's,0,3,7.6
Male,22,Engineering,52.899,87.55,81.01,64.83,98.28,3.22,78.46,70.72,F,8.2,0,1,Bachelor's,1,7,7.8
Male,23,Business,66.85,48.95,88.02,79.86,91.38,8.52,59.2,72.27,D,6.3,0,0,Bachelor's,1,1,4.4
Male,21,Business,75.4314094558,97.121,51.03,92.26,61.63,0.23,71.68,76.21,C,16.0,0,1,Bachelor's,1,1,4.2
Male,22,Business,52.899,84.21,61.14,69.27,72.08,6.25,88.31,73.92,C,13.1,0,1,Not Reported,0,6,8.8
Female,21,Business,71.45,68.34,47.55,95.74,71.99,3.94,88.35,88.96,D,6.7,1,1,PhD,0,6,5.3
Male,19,Engineering,88.11,76.68,72.46,62.21,69.35,6.66,61.88,74.42,A,6.3,1,1,Master's,0,4,4.8
Female,20,Engineering,97.5205,46.4,57.55,74.81,52.24,1.98,67.63,59.44,A,27.8,1,1,Not Reported,1,10,4.8
Female,24,Business,97.5205,73.62,81.34,86.79,76.73,2.39,50.19,55.85,A,28.5,0,1,Bachelor's,1,3,7.7
Male,24,Mathematics,71.1,44.42,42.978,63.7,53.64,5.87,54.5,95.91,F,17.1,0,0,Master's,1,10,4.2
Female,20,CS,97.52,72.69,43.58,51.35,90.1,9.8,56.34,52.4495,A,26.2,1,1,High School,2,1,7.3
Male,22,CS,52.899,73.16,65.95,68.26,84.57,9.75,64.68,94.88,D,25.0,0,1,Master's,0,8,6.9
Female,22,Mathematics,87.3,92.47,96.79,52.26,67.64,2.49,87.95,84.52,A,19.5,1,1,Not Reported,1,8,4.7
Male,19,CS,82.14,83.5,93.45,95.04,82.36,1.02,75.51,70.24,A,23.8,1,1,Not Reported,0,7,4.7
Male,23,Business,62.48,54.97,96.79,97.68,61.65,5.9,89.63,59.36,F,28.3,1,1,Bachelor's,1,4,4.7
Male,23,CS,75.37,93.31,65.01,86.77,63.26,4.2,87.75,65.52,A,19.2,0,1,High School,1,2,5.3
Male,23,CS,56.48,74.39,42.978,86.33,65.71,7.62,79.36,76.49,D,17.8,0,1,Not Reported,1,7,7.2
Female,21,CS,93.58,76.38,58.36,62.04,89.85,5.28,74.99,82.84,B,6.3,0,1,Bachelor's,0,8,5.0
Female,23,CS,67.89,50.14,80.55,53.7,60.53,5.11,96.57,84.57,D,18.6,0,0,High School,0,5,7.3
Female,20,CS,81.3,91.47,48.11,90.11,78.14,6.46,78.46,72.36,A,25.4,1,1,PhD,2,9,8.8
Female,24,Engineering,57.94,95.86,58.0,74.81,60.02,1.26,74.14,68.7,C,24.1,0,1,Not Reported,2,10,8.3
Female,24,Business,60.31,86.5,43.37,84.08,64.25,6.77,93.46,88.42,C,21.1,1,1,PhD,0,8,8.0
Male,21,Mathematics,97.5205,96.45,68.5,88.98,61.77,4.89,53.57,96.27,A,6.3,0,1,Master's,1,4,8.7
Male,19,Engineering,87.65,58.14,52.54,70.47,82.25,8.2,82.8,95.72,B,28.1,0,1,Not Reported,0,10,7.1
Male,20,Engineering,97.5205,91.67,45.47,57.23,76.34,1.39,55.65,77.58,A,15.7,0,1,PhD,1,9,7.8
Male,24,Engineering,64.79,69.33,64.67,89.75,86.06,3.01,90.99,53.95,A,19.3,1,1,PhD,1,1,7.9
Male,20,Engineering,58.23,49.84,61.07,72.69,61.0,9.5,89.63,53.66,C,14.9,0,1,Bachelor's,0,9,8.8
Female,24,Engineering,75.15,80.13,72.25,91.35,50.46,5.53,75.18,70.14,B,13.7,0,0,Master's,1,1,7.2
Male,18,CS,74.73,81.05,84.94,71.88,84.03,9.29,83.05,86.64,C,17.8,0,1,Not Reported,1,5,5.4
Male,19,CS,58.75,57.22,46.75,60.85,55.74,6.89,88.63,74.87,D,17.4,0,1,Not Reported,0,5,5.0
